,Bert_Rescale
SP:055233a234a97d1e4a37a02b1740303eb41a3dc5,0.07006274163722992
SP:0553795288c6d9054e7434cb31762664b6c29aaf,0.1669396609067917
SP:05977d1cb6550b36bb633626b45f69652bca2ac5,0.01451107207685709
SP:05a329e1e9faa9917c278dd2ba1eb5090189bdf9,0.041337959468364716
SP:05b195c7ce6d65c3a48ac79b6fe9d511ae5a3b5d,0.17241261899471283
SP:05e0d4b6ccaac1bdf0ffa78bad02722d4dfd4659,0.1262490451335907
SP:05e114ff99351e68ad8c16f0655335d183262296,0.20412515103816986
SP:060eedc158b8ebcd2a593500513c1055e1ca158b,0.19354158639907837
SP:0612639384f7b7766e8838d47a3ac973a6df0e1e,0.11173726618289948
SP:062377d8728ec1cc76ecd9a32deddaf1fcd58763,0.13666802644729614
SP:06417327dae11b539a7e6087a8d792ccd729a74a,-0.041407886892557144
SP:064409e33595c152d0f0185b80eb9d533c2d85ce,0.16958661377429962
SP:066ab85834cd54a685a860021521eb1ffe35e60f,0.1968330591917038
SP:068af1ac91bf95242facb5e429fd18a71ffdd2ef,0.1415088176727295
SP:06bbc70edab65f046adb46bc364c3b91f5880845,0.12376843392848969
SP:06c25da862ae69fa7cd0f87ea0b125243ea86f5f,0.13423863053321838
SP:06e17ef81ccba1f4406589bdf7b47780f06be8d9,0.08013174682855606
SP:06f1aeb9546000b8a91dd6fbdf94d3113466f9fe,0.321216344833374
SP:06fe119d437e7f517496d554a091979ff74c9431,0.27816909551620483
SP:0706a81690b0a5309c00632dd76f8d62290c7e9e,0.24786001443862915
SP:070b00b3bd28545b1bbdf3f6884e748756fb3101,0.3718230426311493
SP:071496c3043bf470c2b03888971f2d453e3493b3,0.06941963732242584
SP:072d9da072c1ef224e3cfb6f67ef7c0e78e456af,0.2835586965084076
SP:07440014f05a06c121a4e56f6af6e31b2190dc70,0.23880106210708618
SP:0754d0dac07aed6b6672a6b0393087d90a5fe535,0.16898128390312195
SP:075aa882a64acdb6d7c9486c235ef657b7afb104,0.1749197095632553
SP:076e7698bb0dbd1917516c5c8445d79bf7fead7f,0.19385872781276703
SP:0783e842aa0246f8c1726f19d3f36e3abe6b3654,0.0700397863984108
SP:078840d88e800658a0df9afe19d0a0593f259060,0.1099979430437088
SP:078c421b5a61a3a21dd61b4aa0383436ee157605,0.09371117502450943
SP:07924615714b3ca8e074692d1c0552c700951574,0.028280150145292282
SP:07bb9747aaae728b6e29880610dc5173af0f9e01,0.051050975918769836
SP:07e42db34b99c1c6bd5c7c5823db9f0bffe5ecdb,0.14712268114089966
SP:07ed349309fb6c81f6b2f61c769c5e097988064f,-0.15760383009910583
SP:082a02221a8515ae6c08356eeae7ca4412bd2e1f,0.10632682591676712
SP:08350406f571056b5652cff2e4b0c5ed7ccb13c8,0.18371909856796265
SP:08608681039257cdec8796e4721dcb2306816a8c,0.23692753911018372
SP:08773cf78eb6d5f7b0a57c5f2d94b08766a25212,0.1894925832748413
SP:0884761fc60276d6d151552118758b07cd50a24e,0.15309077501296997
SP:08889d3b0659e76092dbb9a9fd2825701cebda44,0.2528851628303528
SP:08957836ae755ff67421cbefd5e48859bd403a83,0.22783325612545013
SP:08c1cbc07686b1f7b7fa01246b72929858c3846a,0.0964997410774231
SP:08d227e9382cb5eb359462f2e75cca62f3457cf0,0.056596677750349045
SP:08dbd0677de078598537324299a1495f34aa5bc2,0.07615761458873749
SP:090ef046e93df4bd358e4e2831132b018407556e,0.025108756497502327
SP:09784594743442e7d357697bd4fd0c370df170c3,0.195708230137825
SP:0a036636575bd445f18928c438a9fb063f11b012,0.2147129327058792
SP:0a155411707f21e84ec5d4ec1d53e29d5a622074,0.15457086265087128
SP:0a31bc4cda9cbbfc9b5ab0e951eb529579842300,0.1417655646800995
SP:0a399b8240f6ee31ae85525c0a5133181cb842e9,0.13741637766361237
SP:0a4cf8c20a5ac64540faf909d0e6d3af34e4036c,0.08927863836288452
SP:0a51115327ce08990aa3517ae1d20e88e80d6d65,0.18451689183712006
SP:0a523e5c8790b62fef099d7c5bec61bb18a2703c,0.20131821930408478
SP:0a53cecba6b2eda47d14aacdd8e9873c8c1cce5b,0.11711804568767548
SP:0a5525d1cbaa4856f6556e1426a1236b73cfc8d3,0.21379825472831726
SP:0a87278c0da53a0b1989fad7932566b8ddd8634b,0.12422719597816467
SP:0a93f0ca52d6a7b39a82c3a9e3199255a4fa4c84,0.14230237901210785
SP:0ae436583d8ace9acd5810d146933893f229ba9b,0.08986135572195053
SP:0af1989b2e643d013174489704d0a052bad77f95,0.011664233170449734
SP:0b0db4cedc3aec32ff2221bb626e1c74bd757b4d,0.13059116899967194
SP:0b1459e58145faa54216d433648da41f64c39a23,0.07429185509681702
SP:0b1b75d262ebdb85947d961ce6d24ef181874042,-0.040409497916698456
SP:0b2aca080ef8e9de0369bda44f3f417c3f8e96bb,0.11193433403968811
SP:0b2f9008cd16f792368bbccb68b17d8bf9cf63c5,0.09608583897352219
SP:0b31a46fda77a01e02a6a94c52381af4aa759743,0.06444358080625534
SP:0b3653c04024ddae217d91fdf4bec5f3a1250453,0.016814041882753372
SP:0b4c5468fbb7f0caaf2645c6d5c0a2159aec311d,0.11588515341281891
SP:0b81356b614ae533e975718f34af62efcf7a7bb9,0.007264541462063789
SP:0b92f455d4643fb63c1d5885558545674bf120ee,0.2632981240749359
SP:0b9ca8ea62df97ffbdae1028e156966f82edd366,0.059342510998249054
SP:0bc330ce227c2df862d82847ba8a57e822c0aeb7,0.2488117814064026
SP:0bd5556d83764d1445a07e46ea5fcd074789b6e0,0.2115168273448944
SP:0bdb98fe98774d51720fc496211dad5fb54b2999,0.05737539753317833
SP:0bdb9aa34e57b33cc411fd2f5ae54623c9ac0159,0.11253011226654053
SP:0c0df2e874c35381bda95487f3278aea4ae0922f,0.22076967358589172
SP:0c4124acde5770c92f5afb3a0f12d2f70eead48d,0.22515028715133667
SP:0c654d1ec408359642e987d4e84a445fbd2d41fb,0.17318814992904663
SP:0c6c9db564f0029c12c1a1e16373970eeeb800d4,0.13758236169815063
SP:0c710260fb97364904bda22065ae07915a850b1b,0.17204956710338593
SP:0c846c2c569a61b5677f5852a5c6bcfba1944d51,0.08514558523893356
SP:0caffdb2e566a7b43ac5fdfd8f70fca2ba66d2a8,0.1716179996728897
SP:0cfa52672cf34ffafece1171e48d6c344645dcf3,0.2621821463108063
SP:0d10eeb943cf56da483878662ceeb5c6ec09df2c,0.36689361929893494
SP:0d7b31f997fb88fad3c01a6d7e74e1f8227b02b0,0.1102423295378685
SP:0d872fb4321f3a4a3fc61cf4d33b0c7e33f2d695,-0.027487656101584435
SP:0d9e9fe6ec0465324c838ffc4174b29f6f2f0d82,0.11402928829193115
SP:0da601e4f94d2853b05ff6361ad387cc61b293a7,0.16193005442619324
SP:0de748131383ac3425179fa9b34e7593c25fd8bd,0.19284726679325104
SP:0e00204408c0655e6f5a5c5823a0df36fe72b871,0.16947713494300842
SP:0e0cd81235620120d8704263c96e625b58b7d0ac,0.13050852715969086
SP:0e1607f0f226624429ad959c1f1ee2960fc7de53,0.13440249860286713
SP:0eb1faf1d1b44c5c80745824ae303ee086eae8a4,0.22346358001232147
SP:0ec9a162aba8bbd0d7d0eb165271c07877ac6452,0.15120205283164978
SP:0edafd92d3e0c42274852ec5c726e65cc79b0931,0.1944008320569992
SP:0edea0200b34d109c964bc9b15e5a4dac5578515,0.08086314052343369
SP:0f030ce39a4263996a15486f1914f7ffb7718040,-0.013188833370804787
SP:0f0d7119df7043ccea815c96e8896114210290f0,0.10791569948196411
SP:0f0e048d70d90c7b55524e88954e71efb168cee9,0.1698511242866516
SP:0f44e739c4536b6b955b11f47a2d16b2326926ce,0.17269796133041382
SP:0f566a0c7fbad17455e65c8befd25b317f67e177,0.20241901278495789
SP:0f655731e050572011b5ac4f394d725e1b35fc56,0.08135545253753662
SP:0f69223447458f0a0a6248e4b79c1628dabbbe47,0.1523134559392929
SP:0fa4963f1d57d48a6271fe726358d204b1e286e8,0.10288102179765701
SP:0fa59beb93e339dc3612719931b206653916b8b5,0.06319162249565125
SP:0fa6e1dfa434bfef4c0071572e60dbafa0d65d4e,-0.04503168165683746
SP:0fd58ad8e49120d88bdf5fe2b7c0b6cf8d11b789,0.23727363348007202
SP:0fdb3d5169a5c900e3bc0c496d656c5d3395c710,0.10887418687343597
SP:1009c2803013c67812574a32d8e31a0061f61a3d,0.11979465931653976
SP:100cf7f4d36ee8e916f222d3b0fffd619b8ec78e,0.18786591291427612
SP:102f337fcdb0455ef7da2fe20f8684cb61a54314,0.04862404614686966
SP:10438f48109affe9343f5de1f022dbfe23742cc6,-0.011198765598237514
SP:1043d665e76e18b5418a66868d36575363717444,0.11675110459327698
SP:10461f5707fe6a701045ed1c3a96c22ceb858960,0.07863681018352509
SP:105266467c5692d681190e94f26a01f6cf0705ee,0.16329433023929596
SP:10884b56b4745dacc61afa80933661fd3786a4cc,0.16721831262111664
SP:109fe1cb9ca66cf3798027270177016092554ad8,0.1063801497220993
SP:10a07fea63ed49543987705eaaa7dfae231de545,0.13759295642375946
SP:10c1db18ba9a4ee43ab04f5d2fab030c6e8aecb3,0.16383960843086243
SP:10d0f62a5d727e263760bd8f775c2a5479477ccc,0.10710377991199493
SP:10eb3473230595eec1d5056bdc904d1852f791a0,0.2224712073802948
SP:10eba7b266e4d1443975f23593beae81e49a5051,0.21694280207157135
SP:10ed123c525d3bfe20ef1682e8b97bff162cfd1b,0.14130009710788727
SP:110494ad2fb7ac26180ed3199b538e34285fa565,0.1275772899389267
SP:111b19c01327c2eb1211e8ce7861378e76a64877,0.0434957817196846
SP:1164e721c240bb98c36386b627d10626a63c1f94,0.20596228539943695
SP:11684e08a288b62b3952baf4c8bf385be83b858d,0.13856980204582214
SP:11763efc3e362e7b3a565f2c85e9eb1a03afda8f,0.19298571348190308
SP:119ec5a7b1bc981afd4d248e4643a0f0b3d49c3c,-0.02131473645567894
SP:11a15c3a8b83e911ab4ce1193871b468656a63ac,0.34136104583740234
SP:11a1972c3e8ea1c2dda4776b0d751fd47300ae29,0.19220557808876038
SP:11a4f15893b32b9391d04a507bed8528a130f533,0.0766100138425827
SP:11a82dec01285aa5bb80e1e320c41eed36c27a91,0.15041238069534302
SP:11ab8f635d8d593fe0187875679a36257360bf66,0.07991596311330795
SP:11e711f93423bcab7a9bad9c9bfd969519b09eb2,0.08484504371881485
SP:11f0323635f0647b3407ac61faad5b149754b06c,0.21052761375904083
SP:120a40819527a564d4d1f66b2d138f849e44ed26,0.01574360765516758
SP:120ee3d5236a4194fc1318fef1c3f54d2065ffbc,-0.005924291908740997
SP:121b6641093615ae9740da48399381c9ce68092e,0.1650046855211258
SP:12245a2fc4c66444b674020204eef54b7320c371,0.13185478746891022
SP:123d38f124b95d956b18e6906a2e26171fb94224,0.07983967661857605
SP:12411220098647e9bc26769218f2f64d82867493,0.07735836505889893
SP:12662df99ee1d902bbc54c3b14c3e14ddcf3bcca,0.16622203588485718
SP:1271a6e23216cd2d164fbcd03cf473a4bb570396,0.10838823020458221
SP:127bd212f3ecf32342b3750125f3e4ab41eb9d54,0.18101245164871216
SP:1287f348b9093c99568d04a5b183a8aac669dca4,0.07155025750398636
SP:12cbd1f5f6063b50f666b56a3ced7a050b4f0b57,0.06094516068696976
SP:13071dbb937ba7f7c7cbeade305f6d59635dabdf,0.24283310770988464
SP:1308445195928727c5d0818757098800ec0c8591,0.15116286277770996
SP:133403fbbb8b1195da7a017675d19d3b7b270811,0.23682405054569244
SP:133e984aa4736226e82246f3937b0a08cd8beb68,0.16501669585704803
SP:1370baa1ac8b5530a26058d36be82ecf0e97cc98,0.026006847620010376
SP:138632d011d3fcc86cff90f9e2fa8b1929d008cb,0.08548850566148758
SP:139a4db0a387a52eebf873a8f37f974492aa0d2f,0.07125607877969742
SP:13a80bac25725069db6041c3ab4bc2dc343cdcca,0.07631229609251022
SP:13d8b88675da21a709b023c18bf47d6fc2c12924,0.10776595771312714
SP:13d9cb4549113d278e5b7e6fe8185002137e0671,0.22956551611423492
SP:13f139ef162bb961229b0917b6e0c8706d574f3e,0.1120307445526123
SP:140100004dc307efd67790ef58f67929d3403c67,0.10268678516149521
SP:140a3d3a8f884cfb4ef8e6542812947017a0888c,0.33508536219596863
SP:141200456d0b5c1970dcb11c11acefca7717cf1b,0.05094325914978981
SP:1415d403cc5b85e50a37458d786bf31d01045f60,0.10863897949457169
SP:14192d7b4acedfc6802000031e9d2608985e10b9,0.10881555825471878
SP:14225666046a7ccbd2cdf7229fb7ba89a849e5ee,0.1706259697675705
SP:142a01056d20ddab91353b9d2ec07925f82d10ea,0.13500533998012543
SP:142f883313e89c9f27904da7aa5e3e7063dffc4d,0.1844141185283661
SP:1435c726085b9c1702767584ad83f17e5a23beaa,0.07981884479522705
SP:1442b188a5bac1931c3023a5529fa366f22bd8e6,0.16649115085601807
SP:144d9252aed93d5c8d70c689277531450061951a,0.04686988890171051
SP:14a10829b5d4b5fcdf1c02720b767e6af2733a48,0.13086310029029846
SP:14c3434519fa9e757c4c5e6869c7c3cb07511f24,0.056573014706373215
SP:14c8ee6cc91f94c22b9cd29c98be73e551677937,0.3276117444038391
SP:14da0ec3ce7769bf3e3371097ae805909a1b636d,0.15593795478343964
SP:14dca47a505818106502978bddde5a7f294bfeeb,0.18007870018482208
SP:14efc52bb1949c529498fea95f1f5e94710c85a5,0.15601177513599396
SP:14f7771d7e9c3d3f728ae24720d22847b08ac7a1,0.06282998621463776
SP:14fa0894cc0b4dd4bdb51c089cf5511c89de8b4f,0.11368425190448761
SP:1510815ddfb253f977b3ce9b53ea02b4044ffb90,0.19945387542247772
SP:152f5c76e34d2b7acdafa37763be4bb51aa9ce6f,0.21152177453041077
SP:15529a4159e8db5b440a0040fd431cedabb12ff4,0.11704211682081223
SP:1572adb9d8abb9edd60d11e7cdd0e48cfdf5bd4b,0.1330329328775406
SP:1585c85c36d252c0d9f3d321a7ae59f12ea60dbd,0.2407558113336563
SP:158dd8882013a9a5efa7fd4579ad3900ca76a4b5,0.20124122500419617
SP:15ebeef5c445120900b9c94bbcd6a997bfb92899,0.03154195472598076
SP:15f1f17659b0f5d0b5a71f32a3c1ca918d54cc3d,0.13224008679389954
SP:163928606a3e1ba4e1cf225d107b231c31d40ad5,0.099543996155262
SP:16392bc9174dde6ad7b569f3f40fa14a4ed48831,0.12679927051067352
SP:163b6f1e8787eb5d48bf477b3ef3c0a00d41a937,0.19730912148952484
SP:1640224fbb539102c940e326404114dfdd4abf98,0.05768582969903946
SP:164da37f418e9f6ce0470a329ed41e35f9ac1260,0.2159557193517685
SP:166a31355f4b6ef5d0b2594b01eea5229ef03a4a,0.0796881690621376
SP:168f23644e133a08f2e16ee31b0a8f0620aea96d,0.07706629484891891
SP:16cb7d0da739f1e6a72efb9b18399d2d8b69f540,0.2627454400062561
SP:1707af8ace423f653ad0355d3a363fa1af8c7daf,0.3300047814846039
SP:1729cec6853e24f07e2dbb98b9323be61dc7a155,0.21441027522087097
SP:1741e81fd3c843daf88493f2272185aa6dd67db8,0.018765613436698914
SP:175791387c30347cc7f014645095f3a2c82a6c32,0.3384167551994324
SP:175cebd43567cc9d427396e2726aca35543c9b28,0.17751792073249817
SP:17933143c0bc4e7957ce9ea48d8b50d55dd98570,0.15054340660572052
SP:17b190a22502276c14bd0c82c5bcbe854a7afcbe,0.1865747570991516
SP:1811e49ae2fadeeb486fb1058875193137f20675,-0.10425588488578796
SP:1816aac16c30b8d1893f7477073c258e17d4e924,0.003637568326666951
SP:1825c30065e8b8629156aacad3503cdbcd12a9a2,0.04111723601818085
SP:182b04893072dc8b62cf379b19fb8fdec105b516,0.09743985533714294
SP:1830f1de980c64c2437f40e155e0c272be063043,0.06068594008684158
SP:183f775e3c461066fc88446883bb458fb8d6d607,0.17710259556770325
SP:1879f9692f92bb2249772e14f27839d9e426f9b3,-0.032018017023801804
SP:189665e20164d1d5e70e4185afca18b2d0f8bdb9,0.3423880636692047
SP:18ce50996a98836e07d8cb448adbff5cb039b285,0.02078252285718918
SP:18ddfe1194f8f8c208068c83157cb7935b962c7a,0.011477057822048664
SP:18de04936d8fc216f861fd000e156957311ea391,-0.005130383651703596
SP:18de06d24b04d5bda2a3f7d6c3cd4f28076cfee5,0.22971314191818237
SP:18e3aa22c55669fd93fff33b31cb023cc5a4e9f6,0.057785067707300186
SP:18e66c7bb3cdc322261ebc06a7efc1e059d28603,0.2832906246185303
SP:18f1b4ab7592fdcc814514e832b766dbb196d2b4,0.1836339831352234
SP:19147e08c4a7343bee155f8e74362d8214bb35e1,0.267545610666275
SP:191deadf446a81f8f373cb3766616501d75c0bb9,0.13907977938652039
SP:19318b52fa22d612f81c72457f9876d9abe7d701,0.2303311675786972
SP:193d12eb279ffa266a2cba713e440c45d35bf0d6,0.05810821056365967
SP:1947cb313bad9ec8dfb9e00106e098872c2d07e9,0.24268195033073425
SP:19627e8bf14c8e3df33a53f02a2dd1469ef95132,0.10342206805944443
SP:19ad4889e4e13927f7a6e5ab01d0b0e1ef925337,0.1825229376554489
SP:19da05364c011428ab35e62ad40cebee6a1d10b5,0.24843531847000122
SP:19e84ea0dc79d30cfbdb25c0b768536f38820885,0.27597665786743164
SP:1a02536d11f939c007732cb7b8619107170e8c64,0.21005332469940186
SP:1a3b5863b4113fd70eb6e9d252b555f58c7414b9,0.07484914362430573
SP:1a3c7f6292f21f226bb340e5b7193fce0a9e02ef,0.09779796749353409
SP:1a3ec03a440c32b86c334c3d9ada7b63718ceb1e,0.12288659065961838
SP:1a784c5f8dbb82fdc12917a5789966a6ce1c6b09,0.21799346804618835
SP:1a9ccd94a645d76c015a116960899f08d3faaefe,0.326948881149292
SP:1ac8384ea71a1d51086464a466cd3167da4336c1,0.15525847673416138
SP:1ad6564eb0646836b013dfb9362b1cffd6136806,0.18318192660808563
SP:1b32bd6b0a6c8672c109415f6fcbbad4c13c40f4,0.03843920677900314
SP:1b41929d9d98d6c198b688533d8066bd53ad085c,-0.0026893282774835825
SP:1b467d99fd9fb26c374247e68873d34596705f75,0.1541982889175415
SP:1b47be635b5e4482f07bd7b811b9c60c3926c0f3,0.17191429436206818
SP:1b685c4f7f4b3f02bda928ec42ae68d43d0e2668,0.18869902193546295
SP:1b7f475ba4940437760afea98ef7a455ba107109,0.33669260144233704
SP:1b85502dd0f530ab9e7cff434190e1bf1bcdfab1,0.2679090201854706
SP:1b88352ce2990c6f3b996803f80cac7cfaabcfc3,0.22660213708877563
SP:1bc27efda9dd80ce3cfabd6a1e16a904c85f37fc,0.07929545640945435
SP:1bc5cf890e7e8ff9921c1754e3013df7223caa1d,0.17118148505687714
SP:1bd140af937b949ece558c8978306e3e04d02169,0.15902036428451538
SP:1c0bc1ab70b7607f52d991c48ddad1c6b998a702,0.3452666699886322
SP:1c1b27e49b3df07bb7da0440a4ab0018d9d8440d,0.06689099222421646
SP:1c1c3b2f49eedccaf92dd4237203148995f41a92,0.2042713463306427
SP:1c1dfcfd223ed681844ad09249052a51a6c1fcb0,0.16806836426258087
SP:1c4488d4b73efbed04b1045b425d7804b405ce1f,-0.0774611309170723
SP:1c4adc8ff01ce8ca27baf0d7e438634fa84e26e7,0.13272462785243988
SP:1c95e241fb7fd4765404c2a693e357f0302d878d,0.14533886313438416
SP:1caa49bf9bbdaef9e62b26735be3698f25a13ca1,0.15709951519966125
SP:1ccaa054dc814a12e6cea27fdc8cdd0d53b25794,0.05259288102388382
SP:1d0977845884e1768b8a853e0c13fa71619f8164,0.17137502133846283
SP:1d0c0485f95d6cf21922e0ac949333e58cc87bdf,0.10595070570707321
SP:1d64230e66c28b4a8a20459f1336b66b5e64e137,0.13898301124572754
SP:1d9409b7e7670ef4b1083ebf80e9d2d83259467b,-0.05638513341546059
SP:1d98df05bd885aff11b20cd016d822e970752dec,0.16641415655612946
SP:1da35440d501c36cb1a46e431a3d9de0288933c8,0.06991123408079147
SP:1da5462c07b876b2d4bf89747046de5ac8e591f5,0.19567997753620148
SP:1dade549a14dc9c41f2d16be1e405be113c611fd,0.19202616810798645
SP:1dae5dd9635962d35767ee1a5a4da01170e18029,0.0573563277721405
SP:1db20b6170874b3c477e7429d5d6e853680b6e5b,0.015875335782766342
SP:1dc91a34747e3a4a9665a8d09103455737516565,0.10148885846138
SP:1dd38a42ac3a5b8a7b555b8fde614f036853bec3,0.1634882092475891
SP:1ddcef5a08ed53d730119a0b591e2cb092c422eb,0.2482050508260727
SP:1e02044f7efd966cd9845385fa1392226ef183eb,0.06777530908584595
SP:1e09b69a3d713355bd967d8205fde97a911042e7,0.10526946187019348
SP:1e0fa3e10b19c54a0271b7cd2528ac8a3a51686a,0.08775544911623001
SP:1e1a6d0bb0dc9352227b3cade1e3b88096a544b5,0.06251037120819092
SP:1e3aaad289327b3b42e37189a988115797c988db,0.11791618913412094
SP:1e4528da1811d90afd1c6484f475f7d5eb49a6f0,0.08833251893520355
SP:1e4d48aca131f5ff12775ba51dd1176397038d59,0.07210755348205566
SP:1e88ff3d6daf6ca26d2f9d504c5ff282af5d3659,0.009070965461432934
SP:1e8a3732ecec3487984655db61d6d56e3f4e0426,-0.0054492889903485775
SP:1e92779dd25fcac41115f5771712163690fcc2eb,0.12964610755443573
SP:1ea373170ff80da65268e36e30370f2116fa4ed3,0.11973744630813599
SP:1eae7d672cd3f9a61f41af1cd46082370ee5b666,0.2985896170139313
SP:1eb66a8cc370cb0a84c08a12a7a8842e785f5d6f,0.11404906213283539
SP:1edc10bfb658acb2df0babf5924a35267bf1636f,-0.01842304691672325
SP:1f15c0a7d7bdf113c303a89650afb22f9d56abad,0.152516171336174
SP:1f205607623dfcb3aa5e21f7d13d3182ba29bad5,0.10448013991117477
SP:1f35871b8ec295dd84e991fdc57a45024bc07607,0.05657584220170975
SP:1f5df656d73634346199738039c56f47b211d8c5,0.05634345859289169
SP:1f83dea3eb2ba809f1ce7f12bbdebc29ca4d700d,0.2521011233329773
SP:1f8bcc87aaf36e270df1c64d840809dd85f2ee75,0.03449474275112152
SP:1f95868a91ef213ebf3be6ca2a0f059e93b4be37,0.012549963779747486
SP:1faa70e8c6e079b89ba7336c0c1fc66713e29248,0.054508429020643234
SP:1fc0dee5fc3408ae717010debd346f9d2aff2c52,0.21745948493480682
SP:1fcf3b2eec374cb379819564c4dbf5cfabe3ff8a,0.013177178800106049
SP:1fe299c89ca18eb48bc9492ea31e482fdd73e1c8,0.17105399072170258
SP:1feae47cc68e37f008c8358ed960afa41f9c0019,0.16692906618118286
SP:1feb0867aa91170a2b8b63a00dc356455525d85d,0.2895755171775818
SP:2003bbcbbf2f16f6e54353a8b6f58c613343ecc0,0.15705889463424683
SP:200c0434743be81f22477f5dfc16e1a06bfe283e,0.1748102307319641
SP:200f79d7a66aa5ffdaf5f302c564b1567d3e1589,0.1139448806643486
SP:201070333d2ca3ad49d9f4783d190e2c1772afe9,0.36399519443511963
SP:201c4028ac02743edfeb90aca191850f67d61445,0.19842687249183655
SP:2020439f6e52ec592e2fbc454633c1613e8a82c1,0.19000501930713654
SP:2029b7b6e7019ff35141132b4c4586223770523c,0.10151640325784683
SP:202c1ae8c7f18f8cc234f8c8cc5d9f89ae9f43d0,0.2025807648897171
SP:2034dffa26a8e68c466d835ada625fe635a71b66,0.2749454081058502
SP:2036673d54d07683d1dfdad4567ea18029344359,0.07705358415842056
SP:206cbbc17b4ff8eb365bd77120d35bb2eefcb531,0.22606073319911957
SP:2093f2f9d4bf15531dd76e02f8d36cddf6961352,0.09617765992879868
SP:20b1c29036733dee134d3dfa245e574aa82b7d3d,0.15919269621372223
SP:20b3645f16dca8252b31b43661e565d180529a4e,0.14955808222293854
SP:20b37598155521a49e41e344d8ddf8c8567cde1b,0.19262900948524475
SP:20cb2ff80149c31964ada69503cdebf166fb6ce2,0.20002423226833344
SP:20e36f18fdbe55fab55bc32d0332d00b061b58f8,0.13436612486839294
SP:2112a176f4ade9d808d78e1795701da15a5c146a,0.22363804280757904
SP:21296aeb09e1d3d7ca0a729f1ab614f15b12960d,0.16139361262321472
SP:213a295549ebc49eda533baf77de2e0aed81cbb1,-0.006777884438633919
SP:214f7d764cebce811e175531d0b2e7f0c8dc18c3,0.24356521666049957
