,paper_id,summary,summary,summary,summary,precision,precision,precision,precision,precision,precision,recall,recall,recall,recall,recall,recall,fmeasure,fmeasure,fmeasure,fmeasure,fmeasure,fmeasure
193,SP:29aa453541e7433a1a8a2447391bab3ae87cbd9e,"This paper proposes an input-convex neural networks (ICNNs) based method to approximate the JKO scheme for discretizing Wasserstein gradient flows. Following a previous work [1], the key idea is to reformulate the distribution optimization problem in each JKO iteration as optimization over convex functions due to the well-known Brenner’s polar factorization theorem [2]. ICNNs are used to parameterize these convex functions from computational considerations. The proposed method is applied to simulate Wasserstein gradient flows for sampling from unnormalized density and nonlinear filtering. [1] Discretization of functionals involving the Monge-Ampere operator. [2] Polar factorization and monotone rearrangement of vector-valued functions. ","In this work the authors introduce an innovative discretisation of the Jordan Kinderleher Otto scheme (which describes the evolution of the gradient flow of relative entropy in the Wasserstein metric).  To do so the authors iteratively construct a transformation map as a composition of gradients of input-convex neural networks, which satisfy a universal approximation theory among convex functions.  Using Brenier's theorem, an iterative variational formulation for the density at discrete time-steps is obtained, from which one can generate samples and or evaluate an unnormalised density.  A variety of applications are presented, including finding the stationary distribution, as well as nonlinear filtering.   ","The Fokker-Planck equation can be treated as gradient descent over entropy functionals in Wasserstein space. To solve this problem, Jordan Kinderlehrer and Otto proposed the JKO scheme. Later, through the connection between the Brenier theorem and this scheme, [10] treat it as an optimization problem which aims at finding the convex Brenier functional $\psi$ in equation (7). However, the solution given by [10] is usually intractable in high dimensional space. Thus, this paper proposes to use the input convex neural networks (ICNNs) proposed by [5] to replace $\psi$. And then use SGD to optimize the model parameter. This forms the core contribution of this work. Additionally, the experiments are interesting.","This paper is on the computation of Wasserstein gradient flow, a type of gradient flow based on the optimal transport theory. The proposed algorithm is built on the famous JKO scheme. To implement the JKO scheme, input-convex neural networks (ICNNs) are used to model the optimal transport map between the distributions at consecutive steps. ",0.18269230769230768,0.16346153846153846,0.17307692307692307,0.17307692307692307,0.15384615384615385,0.15315315315315314,0.18269230769230768,0.15315315315315314,0.32727272727272727,0.16216216216216217,0.2909090909090909,0.3090909090909091,0.18269230769230765,0.15813953488372096,0.22641509433962267,0.16744186046511628,0.20125786163522014,0.20481927710843373
194,SP:29dacf8c14cc91478cf0eae140e5f64282e6f407,"This paper presents the complexity analysis of two problems: robust optimal transport and robust barycenter problem. For both these problems, the paper analyzes a sinkhorn-based algorithm and obtains a complexity of O(n^2 / \epsilon). Finally, the authors show some numerical analysis to support the theoretical claims.  ","This paper proposes two robust formulation of the optimal transport problem (namely RSOT and ROT) based on the relaxation of the marginal constraints of the optimal transport plan using Kullback-Leibler divergence. The authors introduces algorithms based on Sinkhorn iterations in order to solve RSOT and ROT problems, and analyse their computational complexities. The fixed-support Wasserstein barycenter problem is also tackled using the proposed RSOT as a divergence, and the algorithm shows a better complexity than the one based on entropy regularised OT. Numerical experiments are also provided to support the theoretical results and applied task are performed (color transfer and generative modeling).","This paper focuses on the computational complexity of robust optimal transport between discrete probability measures. The authors propose two Sinkhorn-based algorithms with near-optimal complexity to approximate the optimal cost. Furthermore, for solving a robust barycenter problem, they propose an algorithm based on iterative Bregman projections (IBP) and show that it also has near-optimal complexity between two discrete probability distributions. Experiments verify the presented complexities for the above algorithms. The main limitations and future work directions are also discussed.","The paper proposes the Robust Optimal Transport(ROT), Robust Semi-constrained Optimal Transport (RSOT), Robust Unconstrained Optimal Transport (RUOT) and Robust Semi-constrained Barycenter Problem (RSBP). In these problems, the equality constraints in the original OT problem is replaced by the soft KL divergence. Then the Sinkhorn-like algorithms are proposed to solve the corresponding dual problems. Finally, the detailed convergence analysis is given. ",0.4166666666666667,0.3333333333333333,0.3333333333333333,0.20192307692307693,0.19230769230769232,0.1728395061728395,0.19230769230769232,0.19753086419753085,0.25,0.25925925925925924,0.3125,0.21875,0.2631578947368421,0.24806201550387597,0.28571428571428575,0.22702702702702704,0.2380952380952381,0.1931034482758621
195,SP:29ec4b40dd62d7f26102c65c788b095b8881e358,This paper studies the problem of choosing a justified regularization parameter for unsupervised domain adaptation. The authors make a link between ill-posed inverse problems and approaches based on a weighted combination of the source error and a distance between source and target feature representations. They propose a framework based on balancing approximations and sampling errors to obtain a target error bound that takes into account a balance between learning errors domain distance. This leads to develop a founded rule for the choice of the regularization parameter which can be applied with source and target distributions with disjoint supports.  A bound on the target risk is provided.  An experimental evaluation of the approach is provided using the Moons toy dataset and the Amazon reviews and DomainNet–2019 benchmark.,"The paper proposes the  balancing principle to tackle hyper-parameter selection in unsupervised domain adaptation without requiring target labelled data. By viewing the target error bound as the combination of ""  learning errors""  and the distance between source and target domains, the paper designs an algorithm that balances both terms to estimate the regularization parameter.  Generalization guarantee  of the corresponding selected  model is provided. Empirical  evaluations on a simulation dataset and two classical domain adaptation datasets highlight the performances achieved by the proposed method over existing approaches.","This paper introduces a new error bound for the target domain motivated from Tikhonov-regularized inverse problem. This adoption gives an optimal selection scheme for the error bound of target domain based on distance-regularized domain adaptation, which is a theoretical principle for most domain adaptation methods. The proposed method is evaluated on the three benchmarks on domain adaptation.","In this paper, the authors study the hyperparameter selection problem in the context of unsupervised domain adaptation. While hyperparameter selection is not trivial at all due to the absence of the labeled data in the target domain, the authors employ the balancing principle to draw a connection between unsupervised domain adaptation and ill-posed inverse problems. The proposed method is based on balancing the discrepancy term and the error term, and the joint minimizer is chosen as a good hyperparameter. Notably, this method does not require any assumptions such as covariate shift and support matching as supposed in the existing researches.",0.2109375,0.1328125,0.2109375,0.1744186046511628,0.2558139534883721,0.3050847457627119,0.313953488372093,0.288135593220339,0.26732673267326734,0.2542372881355932,0.21782178217821782,0.1782178217821782,0.2523364485981308,0.18181818181818182,0.23580786026200873,0.20689655172413793,0.23529411764705885,0.225
196,SP:2a764cf6092ddf027257a38305798cdfbd0d5acf,This work considers constrained multi-objective Markov decision processes (CMOMDPs). The authors propose an algorithm to obtain the optimal policy in the offline setting. Optimality and constraint violation bounds are provided.,"The paper proposes and analyzes the setting of off-policy constrained multi-objective Markov decision process.  This is a generalized of the constrained MDP setting.  An algorithm to learn the solution is proposed based on a minimax formulation with a pessimistic penalty.  Theoretical analysis defines upper bounds on the suboptimality of the objective and constraint violation. Efficient learning is also demonstrated, under the assumption that the off-policy data sufficiently covers the trajectories induced by the optimal policy.","The paper considers policy optimization in a difficult setting involving multiple challenges: (1) multi-objective -- rather than simply optimizing a scalar reward, the policy must optimize a convex function g on vectors of cumulative costs; (2) constrained -- while optimizing g the policy must also satisfy a constraint on the cumulative costs; (3) offline -- the policy learning algorithm cannot actively query the environment, and only has offline access to experience.  For this setting, the paper presents an algorithm with corresponding theoretical analysis. The algorithm follows a primal-dual optimization to handle (1) and (2) above while proposing pessimistic value iteration to handle (3) above. Theoretical analysis provides guarantees on the convergence of the algorithm to an optimal policy under idealized conditions in both general MDPs and kernelized MDPs.","This paper considers the problem of offline RL in a constrained multi-objective MDP (CMOMDP) environment, where the goal is to compute a policy that achieves the best performance with respect to the given preference function while satisfying the given cost constraints, only using a fixed offline dataset. Pessimism Dual Iteration (PEDI) is proposed, which is the first provably efficient offline RL algorithm for CMOMDP that exploits dual gradient ascent and does not make any assumption on dataset coverage. First, the constrained optimization problem is converted into its dual problem by the convex conjugate. Then, for fixed dual variables, the overall optimization is reduced to an unconstrained planning problem, where pessimistic planning that penalizes uncertainty for each state-action is performed. The dual variables are updated via projected subgradients that are computed by the value of primal variable obtained during planning. Finally, the output policy is a uniform mixture of policies that are obtained during overall iterations. An instantiation of PEDI for linear kernel CMOMDP is introduced. Theoretical results are presented, which bound the suboptimality and constraint violation, and it is minimax optimal for linear kernel CMOMDPs.  ",0.45161290322580644,0.3870967741935484,0.45161290322580644,0.28205128205128205,0.2948717948717949,0.2125984251968504,0.1794871794871795,0.09448818897637795,0.0748663101604278,0.1732283464566929,0.12299465240641712,0.1443850267379679,0.25688073394495414,0.1518987341772152,0.12844036697247704,0.21463414634146338,0.17358490566037738,0.17197452229299365
197,SP:2a89c564256eae71a6d28904f928e345334fc218,"This paper considers the memorization of data using deep neural networks and aims to minimize both the number of neurons and the number of connections in the network, where the activation function is a step function.  The main result is a construction of a deep and relatively sparse network that memorizes arbitrary labels of 'well-separated' data sets. If the size of the data set is $n$, the number of neurons in the network is proportional to $\sqrt{n}$ plus a linear dependence on the well-separateness parameter. This is an exponential improvement over a recent result of Vershynin (which itself generalized a classical result of Baum from the 80's), which had an exponential dependence on the well-separateness parameter. The authors also complement their work by proving some lower bounds, which, in particular, show that some polynomial dependence on the well-separateness parameter is necessary.","This paper studies the memorization capacity of deep threshold networks, and provides a significant improvement over previous work. For $n$ points in the $d$-dimensional unit ball with at least $\delta$ separation between any two points, it is proved that a threshold network with $\tilde{O} (\frac1\delta + \sqrt n)$ neurons and $\tilde{O} (\frac d\delta + n)$ weights can memorize them. The previous best result (Vershynin, 2020) has an $e^{1/\delta^2}$ dependence in these bounds, and thus the current paper provides an exponential improvement. This paper also provides a lower bound saying that for $n$ in a certain range, the required number of neurons in the first layer must be $\tilde{\Omega}(1/\sqrt\delta)$, though this does not match the upper bound in the paper.","The paper considers a feed-forward neural network that takes inputs in $\mathbb{R}^d$ and outputs binary labels. The neural network has $L$ layers, with each layers consisting of a bias term and the activation function is the threshold function. The paper considers the following question: What is the minimum size of a threshold network so that it can memorize a dataset of $n$ samples in $\mathbb{R}^d$. Memorization refers to learning the parameters of the threshold network so that it can accurately output labels of the $n$ samples, for any arbitrary labeling. The paper shows that a deep threshold network can memorize $n$ points in $d$ dimension using $O(\frac{1}{\delta} + \sqrt{n})$ neurons $O(\frac{d}{\delta} +n)$ weights (up to log factors), where $\delta$ is the minimum distance between the points (considered in angular metric and $\ell_2$-metric). ","This paper considers the problem of memorizing n data examples in R^d using deep threshold networks. It is proved that, if the dataset is delta-separated (either in angle or in l2 distance), then for any labels, there exists a threshold network with O( (log(n)^2/delta) + sqrt{n}log(n)^2) neurons and O( (d+log(n))log(n)/delta + nlog(n)^2) weights that can memorize the dataset. This improves prior rates which either depend linearly on n or exponentially on 1/delta. Additionally, this paper also studies bit and neuron complexity, and particularly it is proved that there exists a delta-separated dataset with n examples which requires Omega(log(n)/sqrt{delta}) neurons to memorize.",0.19047619047619047,0.2108843537414966,0.16326530612244897,0.21705426356589147,0.3023255813953488,0.19310344827586207,0.21705426356589147,0.21379310344827587,0.19834710743801653,0.19310344827586207,0.32231404958677684,0.23140495867768596,0.20289855072463767,0.2123287671232877,0.1791044776119403,0.20437956204379562,0.312,0.2105263157894737
198,SP:2b246de2c999f1e4fe0918f8b3e4b8cfb8bc6474,"The authors build on the work of Chen, Valiant and Valiant from NeurIPS 2020 on estimators minimizing the worst-case expected error by providing two new algorithms for the same problem formulation, but with explicit runtime guarantees. The first algorithm uses a standard semidefinite program within a gradient descent loop to arrive at a runtime that is (with some abusive simplification) $\tilde O(mn^5 \log n/\epsilon^6)$. The second relaxes the setting so that data values are bounded in $\ell_2$ norm (rather than $\ell_\infty$), and uses this new setting to reduce the runtime to $O(mn^3 \log n/\epsilon^3)$. As far as I can tell, these algorithms don't offer any guarantees on sample complexity, but the newly explicit runtime guarantee is (subject to questions below) an improvement. As an impossibility result, the authors provide a combinatorial condition on the sample-target distribution under which the worst-case expected error for all estimators is at least a constant. Finally, the authors verify their new algorithm experimentally, showing comparable performance to [4] but faster runtime.","This paper studies the _worst-case expected error framework_ of statistical estimation proposed by Chen, Valiant, and Valiant, where data values are worst-case, but the estimation algorithm exploits randomness in the data collection process. In this worst-case expected error framework, there are $n$ data values $x_1$ to $x_n$ and a probability distribution $P$ over pairs of subsets $A, B \subseteq {1, \ldots, n}$, where the variables $x_A$ over the sample set $A$ are revealed, and we want to estimate the value of some fixed function $g(X_B)$ of the variables $x_B$ over the target set $B$. Restricting attention to _semilinear_ estimators, which are linear combinations of the sample values whose weights could depend on the sample-target distribution $P$ or the indices $x_A$ and $x_B$ of the sample and target variables, Chen, Valiant, and Valiant gave a complicated semilinear estimator for the mean of the target set $B$ which is at most $\pi/2$ factor larger than the optimal semilinear estimator, when the data values are $\ell_\infty$-bounded.  This paper presents the following three results: 1. a simpler algorithm to compute a semilinear estimator within a multiplicative $\pi/2$ factor and an additive $\epsilon$ factor for $\ell_\infty$-bounded values, with explicit efficient runtime guarantees. 2. an efficient algorithm to compute a semilinear estimator within an additive $\epsilon$ error for $\ell_2$-bounded values. 3. a family of lower bound instances where all estimators (not necessarily semilinear) must have at least constant error, which generalizes the trivial lower bounds of disjoint $A$ and $B$.","This paper studies the recently introduced *worst-case expected error* framework of Chen-Valiant-Valiant [4]. In this setting the data values are worst case, but the statistician has knowledge of the data-generating process. The authors provide new efficient algorithms based on alternating minimization-maximization for estimating the mean in worst-case under the previously studied $\ell_\infty$ assumption [4] on the dataset as well as under a new $\ell_2$ assumption. The authors also provide a simple combinatorial condition denoting when the worst-case error is $\Omega(1)$, and thus consistent estimation is not possible in this setting. Experiments compare their $\ell_2$ algorithm with the algorithm proposed by [4]  on synthetic data in the settings of importance sampling, snowball sampling, and selective prediction. ","This work builds on a recent statistical estimation framework of Chen, Valiant, and Valiant [NeurIPS`20] that leverages knowledge about how samples are collected but makes no distributional assumptions on the data values. The authors explore three important questions in this space:  (1) Is is possible to compute a semilinear estimator for the $\ell_\infty$ case that achieves the same approximation quality as that of Chen-Valiant-Valiant, while also emitting explicit running time bounds?  (2) Is there an algorithm to compute a high-quality semilinear estimator in the $\ell_2$-bounded case?  (3) Are there simple properties of a data collection process that guarantees no estimator can achieve sub-constant worst-case expected error?  The results answer all three questions affirmatively. The authors show that online gradient descent can be used to design simpler SDP-based algorithms, answering (1) and (2). They also quantify a combinatorial property of joint sample-target distributions that, for any estimator, necessarily incur at least a constant error. The paper then presents experiments based on those in [Chen-Valiant-Valiant, NeurIPS`20] to demonstrate the effectiveness of their gradient descent-based approach.",0.2222222222222222,0.17777777777777778,0.2,0.1590909090909091,0.17424242424242425,0.2619047619047619,0.15151515151515152,0.25396825396825395,0.19148936170212766,0.3333333333333333,0.24468085106382978,0.17553191489361702,0.1801801801801802,0.2091503267973856,0.19565217391304346,0.21538461538461537,0.20353982300884954,0.21019108280254778
199,SP:2b3e055a1f17fbfb8c030e923be7d71178fc8e83,"This paper considers the analysis of randomized (online) experiments (A/B tests) through a linear regression that adjusts for pre-treatment covariates, which are independent of the treatment assignment. It is well-known that this type of estimate of the treatment effect can be more efficient than the difference-in-means estimator when the covariates are predictive of the outcome.   The authors propose to incorporate the covariates into the linear regression through a predictor of the outcome, which itself is estimated with data-adaptive, machine learning methods. Cross-fitting is used to control the bias introduced by the data-adaptive estimation. It is shown that the resulting estimator is asymptotically normal with a limiting variance that is no larger than that of the difference-in-mean estimator, under relatively weak conditions. In particular, the method does not require the consistency of the nuisance predictor function. This model-agnosticism is clearly an advantage when compared to influence-function-based methods (e.g., double ML), which typically require the convergence of the nuisance to the truth at a certain rate.   The method developed is shown to deliver correct coverage from simulations and A/A testing data, and to typically outperform competing methods.","This paper proposes what the authors call a machine learning regression-adjusted treatment effect estimator to reduce the variance when estimating the average treatment effect in randomized controlled trials, by using covariates correlated with the outcome but independent of the treatment. The algorithm first trains a machine learning model to predict the outcome from the covariates, and then runs a regression of the outcome on the treatment, predicted model and their cross-product, giving the regression coefficient of the treatment as the estimator. The authors prove consistency and asymptotic normality for their estimator under general conditions. As a main strength, the proposed estimator offers variance reduction when the machine learning prediction is good, and at the same time is robust to poor predictions - in the sense that its asymptotic behavior is no worse than the baseline difference-in-means estimator even if the prediction is bad.  The authors' main contributions are: 1) From the theoretical perspective, they propose an estimator with lower variance which is robust and easy to implement, and prove the consistency and asymptotic normality. 2) From the practical perspective, their estimator performs better than the baseline difference-in-means estimator and the univariate linear regression adjustment procedure in Deng et al. (2013) when applying to 48 outcome metrics commonly monitored in Facebook.","The setting of this paper is that of a randomized controlled trial with data $(Y_i, X_i, T_i)$ for $i=1,...,N$. $Y_i$ is the response of interest, $T_i \in \\{0,1\\}$ is the treatment indicator and $X_i$ is a vector of covariates. The goal is to estimate and provide confidence intervals for the causal effect,  $$ \tau = E[Y_i \mid T_i = 1] - E[Y_i \mid T_i = 0].$$  The simplest estimator here is the difference in means estimator  $$ \hat{\tau}_{\text{diff. means}} = \text{average}(Y_i: T_i=1) - \text{average}(Y_i: T_i=0).$$  Confidence intervals can be constructed using a simple central limit theorem. One can do substantially better (shorter confidence intervals, better point estimator) by utilizing information in $X_i$ to reduce variance and there have been many approaches to do so. This paper proposes an approach that uses cross-fitting (splitting all $i$'s into $K$ folds) and arbitrary predictive models of $E[Y_i \mid X_i]$ (learned out-of-fold) and combines the results using a linear regression adjustment. The authors also show how to compute confidence intervals for the method and prove they are asymptotic valid even if inconsistent predictive models are used.  The asymptotic variance is never worse than the difference in means estimator. The authors also show substantial gains for the analysis of randomized controlled experiments at Facebook.","This paper proposes a new approach for variance reduction in randomized controlled trials. The proposed method first predicts the outcome variable Y from a set of covariates X that are independent of the treatment assignment T, and measures the average treatment effect by regressing the difference between this prediction and the observed Y against the predicted $\hat{Y}$. The method avoids the potential pitfall of invalid confidence intervals by training the predictor for a given $Y_i$ using data from $j \neq i$ (""cross-fitting""), and avoids the potential pitfall of over-reliance on poor estimates of Y by including the predictions as part of a linear regression (instead of directly subtracting the predictions from the observed Y). The consistency and asymptotic normality of the estimator are proven, and experiments on both simulated and real data are presented.",0.235,0.19,0.19,0.19534883720930232,0.19069767441860466,0.16033755274261605,0.2186046511627907,0.16033755274261605,0.2753623188405797,0.17721518987341772,0.2971014492753623,0.2753623188405797,0.22650602409638554,0.1739130434782609,0.22485207100591717,0.18584070796460178,0.2322946175637394,0.20266666666666666
200,SP:2b4f75458e0df94c986ae3bc95274345418382ae,"The paper proposes a framework to generate high resolution images of outdoor scenes with any desired style. The approach extends image synthesis techniques and proposes a system that uses both global and local information. This ensures that the model can be trained using low resolution patches (e.g. 101 x 101) and, at inference time, it can be used to generate high resolution renderings: images up to 4096 x 4096 are showed.  The combination of the global and local appearance, coupled with interesting modules such as the padding-free generator, ensure high quality results that are consistently outperforming other approaches.","This paper proposed a new model called InfinityGAN, for generating images of arbitrary sizes. These images are generated holistically: the authors proposed using a structure synthesizer first to generate a latent structural representation. Then a modified StyleGAN based texture synthesizer generates the image patches at the corresponding locations. The positional encoding and PFG enable generating patches in an arbitrary large image and aggregating these patches seamlessly. The experiments on the Flickr-Landscape dataset show promising large image synthesis performance. On the Place365 and Flickr-Scenery datasets, the experiment results show superior image outpainting performance. The authors also demonstrated other applications including spatial style fusion and image inbetweening.","This paper proposes a novel framework, InfinityGAN, which could generate arbitrary-sized images with infinite pixels.  By disentangling global appearance, local structures and textures, InfinityGAN generates local and global consistent large images with a seamless patch-by-patch paradigm.   Experiments validate its superiority compared to some other baselines, and several applications are raised based on their approaches.","This paper proposes a novel framework, InfinityGAN, for infinitely-wide landscape image generation, combining recent advances on style-based generative adversarial networks and implicit neural representations. Leveraging parallelizable inference, patch-based generative modelling and hand-crafted landscape image priors, the proposed framework can synthesize landscape images of seemingly infinite width and a large height. The paper further proposes a new evaluation metric, ScaleInv FID, and a set of applications for their framework, including image outpainting and inbetweening, and spatial style fusion. The results of InfinityGAN are validated using user studies and some image-space metrics. ",0.15,0.16,0.16,0.11214953271028037,0.18691588785046728,0.2631578947368421,0.14018691588785046,0.2807017543859649,0.16842105263157894,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.14492753623188406,0.2038216560509554,0.1641025641025641,0.14634146341463414,0.198019801980198,0.19736842105263158
201,SP:2b60878cd1bcf20dcec7c4b48043b5f5a4d7d5a5,"In this paper, the authors proposed a new directed graph representation model. The proposed model is developed from a Bayesian viewpoint and is implemented in the framework of the variational autoencoder. Additionally, the authors justified the interpretability of the model. They indicate that the proposed model quantitatively captures the influence of each node on its neighbors. Experimental results show that the proposed model performs well in commonly-used datasets. ","This paper proposes a VAE-based graph representation learning model for directed graphs. The model is composed of a GCN encoder and a hierarchical latent space model decoder. The decoder explicitly models three kinds of node representations: the node latent position vectors $z$, the community membership vectors $s$ and node random factors $\gamma,\delta$. Specifically, the community membership vectors $s$ are used to gate control which of $z$ and $\gamma,\delta$ pass to the next layer. And finally the adjacency matrix is reconstructed by the distance between $z$'s filtered by node influences $\gamma,\delta$. Experiments show better link prediction and community detection performance than plain VGAE and other VGAE methods.","This paper proposed a directed graphical model called deep latent space model for modeling the graph adjacency matrix generation process, where the latent variables are organized in a hierarchical way with three meaningful components: “latent position”, “community membership” and “node random factors” for each node. The learning leverages the variational framework originated from VAE, with GCN as the core component for posterior parameterization. Experiments on link prediction and community detection show that the proposed method is able to achieve better empirical results.  ","This paper studies a deep latent space model for directed graph representation. The model is basically a hierarchical variational auto-encoder architecture and some latent variables like social activity and popularity factors of node account for the edge directions. Some latent variables are interpreted as positions in the latent space or community membership. The model, therefore, is claimed to be interpretable and superior in experiments.  ----Update after rebuttal  The authors basically answered my questions and I'd like to increase the recommendation score. I still think this submission has incremental technical contributions so my new recommendation score is 6 (marginally above the acceptance threshold).",0.3188405797101449,0.2608695652173913,0.2753623188405797,0.24324324324324326,0.25225225225225223,0.2804878048780488,0.1981981981981982,0.21951219512195122,0.18269230769230768,0.32926829268292684,0.2692307692307692,0.22115384615384615,0.24444444444444444,0.23841059602649006,0.21965317919075142,0.27979274611398963,0.2604651162790697,0.24731182795698925
202,SP:2b6dcf39f883ca5585f3af1862efc1b22d6d2862,"In this paper, the authors focus on reducing the computation cost caused by the space-time attention modeling in the Transformer framework for video recognition. Specifically, the proposal includes 1) a space-time mixing attention module that mixes channels from neighboring frames within a local window as key-value tokens, and 2) a temporal attention layer at the end of the model to aggregate global temporal information. The authors provide promising results on Kinetics-400 and SSv2 in the paper.","The authors propose a more efficient self-attention operation, specifically for video models, such that the compute requirements increase linearly with the length of the video. The author's contributions consist of two main things: 1) Self-attention along the temporal axis is limited to a smaller window instead of the whole sequence (with multiple transformer layers, the temporal ""receptive field"" grows to cover the whole video) and 2) The authors efficiently perform ""space-time mixing"" by constructing the keys and values for attention by concatenating features from different frames. This operation requires 0 floating point operations, but is still able to combine temporal information from adjacent frames effectively.  The authors show good experimental results. They achieve similar results to ViViT [1] and TimeSFormer [3] whilst using far fewer GFLOPs, on Kinetics, SSv2 and Epic Kitchens. The paper is also well written in general.","This paper presents a video Transformer model for video recognition. It limits the temporal window to the local area and proposes efficient space-time mixing to reduce computational costs. On Kinetics, Something-Something v2, and Epic Kitchens datasets,  the proposed video transformer model is more effective than other transformer-based models yet has the same computational cost as spatial-only attention models.","In this paper, the authors proposed a Video Transformer model the complexity of which scales linearly (instead of quadratic) with the number of frames in the video sequence. The key ideas are 1) restricting time attention to a local temporal window, and 2) using efficient space-time mixing to attend jointly spatial and temporal locations. They empirically verified that the proposed method outperforms existing state-of-the-art models in popular action recognition datasets.",0.325,0.1875,0.3,0.1388888888888889,0.1875,0.3387096774193548,0.18055555555555555,0.24193548387096775,0.32432432432432434,0.3225806451612903,0.36486486486486486,0.28378378378378377,0.23214285714285715,0.2112676056338028,0.3116883116883117,0.1941747572815534,0.24770642201834858,0.3088235294117647
203,SP:2b8757927fb4fb8b2327122624a5b8d19ca22087,"This work aims at improving the sample efficiency in terms of expert demonstrations in IL. In order to do so, it transforms the usual max-min objective of IRL into a single maximization objective by expressing both the reward and the policy in terms of the Q-function. The methods are supported with proofs and tested on both discrete and continuous action environments for the online setting and on simpler environments for the offline setting.","This paper proposes to get around the typical two-stage inverse RL pipeline of (1) learn a reward model and (2) optimize it, by encapsulating both rewards and dynamics in a single Q function, learned by imitation. This reframing of IRL preserves the standard properties of IRL but is simpler to optimize and avoids the need for adversarial training used by other methods. This results in a simple imitation learning method that is competitive with or outperforms reasonable baselines on a few standard benchmarks. The proposed algorithm has other nice features, including the ability to easily recover the learned reward and to be trained both offline and online, and it can be easily rephrased to obtain a method for imitation from observations.","The paper presents an IL/IRL method that avoids estimating the reward during optimization by alternating between updates of the policy and Q-function instead, which builds on recent insights from ValueDice. Indeed, the optimization problem for learning the Q-function is very similar to the one used by ValueDice, when optimizing the reverse KL. Notable differences compared to ValueDice are the generalization to a large class of divergences (including f-divergences), non-adversarial formulation, and a procedure to recover rewards. In particular, I think that the modification for recovering a state-only reward function is very interesting. The algorithm only requires mild modifications of SAC (mainly by using a different loss for the Q-function) and shows promising results in experiment evaluations.","This paper suggests an alternative approach, equivalent to adversarial IRL (that learns both the policy and the reward in an adversarial fashion), but in a direct way (learning the Q-function that encompasses both the reward and the policy). As in adversarial methods (GAIL, AIRL etc) they use the maximum entropy assumption and more explicitly, they assume that the optimal policy is greedy wrt an optimal soft-Q-function.   Using this relation between the optimal policy and the Q-function, they restrict the set of solutions to a manifold in which the objective only depends on the Q-function. They just have to minimize this objective (ensuring on the side that the policy stays in the manifold, i.e. it stays greedy) to obtain an optimal policy and Q-function. Their solution, in theory equivalent to the ones from an adversarial setting, is expected to outperform them as they avoid the learning difficulties of adversarial learning. Optionally, they can recover a reward function from the Q-function by simply inverting the Bellman operator.  ",0.26666666666666666,0.22666666666666666,0.29333333333333333,0.1721311475409836,0.21311475409836064,0.2601626016260163,0.16393442622950818,0.13821138211382114,0.12716763005780346,0.17073170731707318,0.15028901734104047,0.18497109826589594,0.2030456852791878,0.1717171717171717,0.1774193548387097,0.17142857142857143,0.17627118644067796,0.21621621621621623
